filename,lat,lon
scene_0000_28.574540_77.334641.npy,28.574540118847363,77.33464114000057
scene_0016_28.504242_76.923020.npy,28.50424224295954,76.92301960760705
scene_0017_28.724756_77.470439.npy,28.724756431632237,77.47043882665344
scene_0018_28.631945_77.344523.npy,28.631945018642114,77.34452276876138
scene_0020_28.811853_77.354897.npy,28.811852894722378,77.35489675999044
scene_0023_28.566362_76.978031.npy,28.56636184329369,76.97803054397727
scene_0024_28.656070_76.844763.npy,28.656069984217034,76.84476307798624
scene_0027_28.714234_77.011027.npy,28.714234438413612,77.01102704206679
scene_0036_28.504614_76.865004.npy,28.50461376917337,76.86500407117312
scene_0038_28.884233_77.339114.npy,28.884233026512156,77.33911398467932
scene_0046_28.511711_77.056639.npy,28.51171107608941,77.05663939281251
scene_0060_28.588677_77.299509.npy,28.588677289689482,77.29950939470892
scene_0063_28.556753_77.173829.npy,28.55675332669359,77.17382854807286
scene_0065_28.742696_77.462999.npy,28.742696083158247,77.46299920308046
scene_0078_28.558466_77.412557.npy,28.55846572854427,77.41255694043501
scene_0081_28.823298_76.939394.npy,28.823298126827556,76.939393703907
scene_0082_28.530898_76.988258.npy,28.530898024852647,76.98825783843192
scene_0084_28.510982_77.251764.npy,28.510982321715662,77.25176418329502
scene_0087_28.837557_77.205438.npy,28.83755747135521,77.20543802511985
scene_0089_28.672215_77.268083.npy,28.67221492516195,77.2680832387397
scene_0093_28.761277_76.968248.npy,28.761277197569495,76.96824783383464
scene_0095_28.693796_77.178916.npy,28.69379559636439,77.17891623807124
scene_0101_28.836410_77.190761.npy,28.83641041126378,77.1907610210386
scene_0102_28.514356_77.202826.npy,28.514355981076324,77.20282565809313
scene_0103_28.708571_77.328659.npy,28.708570691164702,77.32865887194767
scene_0106_28.610383_77.171190.npy,28.61038292303563,77.17119045279155
scene_0110_28.489751_77.070663.npy,28.48975145291377,77.07066284691733
scene_0119_28.739342_76.825316.npy,28.73934224191565,76.82531576761397
scene_0122_28.518003_77.358257.npy,28.518003474971863,77.35825658973305
scene_0125_28.627108_77.459266.npy,28.627107788626255,77.4592659917045
scene_0129_28.710747_76.822050.npy,28.710747302577566,76.8220502863515
scene_0130_28.617411_76.962764.npy,28.617411003148778,76.96276448224664
scene_0131_28.422108_77.485200.npy,28.42210781047073,77.48519994360367
scene_0138_28.563630_77.116426.npy,28.563629602379294,77.11642597781352
scene_0141_28.451782_77.115513.npy,28.451782295825364,77.11551330201473
scene_0143_28.500878_77.064007.npy,28.50087830981677,77.06400714400937
scene_0144_28.484840_77.018056.npy,28.484840494377465,77.01805615471659
scene_0146_28.809564_77.325622.npy,28.809564333979896,77.32562174612794
scene_0149_28.478646_77.313618.npy,28.47864646423661,77.3136178904285
scene_0155_28.442055_77.335145.npy,28.4420552715115,77.33514506166821
scene_0160_28.567783_77.004621.npy,28.567783132719253,77.00462090406847
scene_0161_28.832306_77.336275.npy,28.83230583059358,77.33627468397506
scene_0162_28.833530_77.095729.npy,28.833529710760892,77.09572875763897
scene_0163_28.735775_77.209302.npy,28.73577468407476,77.20930182611072
scene_0173_28.426496_77.387909.npy,28.42649577519794,77.38790880544126
scene_0184_28.457942_77.455592.npy,28.457941627715154,77.45559235694505
scene_0188_28.729651_77.475799.npy,28.729650578356004,77.47579917713311
scene_0194_28.539030_76.943045.npy,28.5390297910487,76.94304460232892
