filename,lat,lon
scene_0000_28.574540_77.334641.npy,28.57454,77.334641
scene_0008_28.801115_76.506580.npy,28.801115,76.50658
scene_0013_28.412339_76.791550.npy,28.412339,76.79155
scene_0016_28.504242_76.923020.npy,28.504242,76.92302
scene_0017_28.724756_77.470439.npy,28.724756,77.470439
scene_0018_28.631945_77.344523.npy,28.631945,77.344523
scene_0020_28.811853_77.354897.npy,28.811853,77.354897
scene_0022_28.492145_76.621777.npy,28.492145,76.621777
scene_0023_28.566362_76.978031.npy,28.566362,76.978031
scene_0024_28.656070_76.844763.npy,28.65607,76.844763
scene_0027_28.714234_77.011027.npy,28.714234,77.011027
scene_0036_28.504614_76.865004.npy,28.504614,76.865004
scene_0038_28.884233_77.339114.npy,28.884233,77.339114
scene_0039_28.640152_76.730244.npy,28.640152,76.730244
scene_0044_28.458780_76.520094.npy,28.45878,76.520094
scene_0046_28.511711_77.056639.npy,28.511711,77.056639
scene_0054_28.797900_76.720341.npy,28.7979,76.720341
scene_0059_28.525330_76.626329.npy,28.52533,76.626329
scene_0060_28.588677_77.299509.npy,28.588677,77.299509
scene_0063_28.556753_77.173829.npy,28.556753,77.173829
scene_0065_28.742696_77.462999.npy,28.742696,77.462999
scene_0078_28.558466_77.412557.npy,28.558466,77.412557
scene_0081_28.823298_76.939394.npy,28.823298,76.939394
scene_0082_28.530898_76.988258.npy,28.530898,76.988258
scene_0084_28.510982_77.251764.npy,28.510982,77.251764
scene_0085_28.525183_76.546725.npy,28.525183,76.546725
scene_0087_28.837557_77.205438.npy,28.837557,77.205438
scene_0089_28.672215_77.268083.npy,28.672215,77.268083
scene_0093_28.761277_76.968248.npy,28.761277,76.968248
scene_0095_28.693796_77.178916.npy,28.693796,77.178916
scene_0097_28.627541_76.780567.npy,28.627541,76.780567
scene_0101_28.836410_77.190761.npy,28.83641,77.190761
scene_0102_28.514356_77.202826.npy,28.514356,77.202826
scene_0103_28.708571_77.328659.npy,28.708571,77.328659
scene_0106_28.610383_77.171190.npy,28.610383,77.17119
scene_0110_28.489751_77.070663.npy,28.489751,77.070663
scene_0119_28.739342_76.825316.npy,28.739342,76.825316
scene_0122_28.518003_77.358257.npy,28.518003,77.358257
scene_0125_28.627108_77.459266.npy,28.627108,77.459266
scene_0129_28.710747_76.822050.npy,28.710747,76.82205
scene_0130_28.617411_76.962764.npy,28.617411,76.962764
scene_0131_28.422108_77.485200.npy,28.422108,77.4852
scene_0133_28.537615_76.650894.npy,28.537615,76.650894
scene_0135_28.523203_76.552947.npy,28.523203,76.552947
scene_0138_28.563630_77.116426.npy,28.56363,77.116426
scene_0141_28.451782_77.115513.npy,28.451782,77.115513
scene_0142_28.697249_76.725162.npy,28.697249,76.725162
scene_0143_28.500878_77.064007.npy,28.500878,77.064007
scene_0144_28.484840_77.018056.npy,28.48484,77.018056
scene_0146_28.809564_77.325622.npy,28.809564,77.325622
scene_0147_28.702679_76.558895.npy,28.702679,76.558895
scene_0149_28.478646_77.313618.npy,28.478646,77.313618
scene_0153_28.689453_76.711815.npy,28.689453,76.711815
scene_0155_28.442055_77.335145.npy,28.442055,77.335145
scene_0156_28.872136_76.534465.npy,28.872136,76.534465
scene_0160_28.567783_77.004621.npy,28.567783,77.004621
scene_0161_28.832306_77.336275.npy,28.832306,77.336275
scene_0162_28.833530_77.095729.npy,28.83353,77.095729
scene_0163_28.735775_77.209302.npy,28.735775,77.209302
scene_0169_28.790893_76.590170.npy,28.790893,76.59017
scene_0170_28.877564_76.631011.npy,28.877564,76.631011
scene_0172_28.712093_76.622776.npy,28.712093,76.622776
scene_0173_28.426496_77.387909.npy,28.426496,77.387909
scene_0174_28.845173_76.592545.npy,28.845173,76.592545
scene_0177_28.586735_76.530254.npy,28.586735,76.530254
scene_0180_28.541066_76.653614.npy,28.541066,76.653614
scene_0184_28.457942_77.455592.npy,28.457942,77.455592
scene_0187_28.755201_76.730671.npy,28.755201,76.730671
scene_0188_28.729651_77.475799.npy,28.729651,77.475799
scene_0194_28.539030_76.943045.npy,28.53903,76.943045
